"id","name","dept","h_index","i10index","min_year","max_year","t_publication","t_pubs_citations","highest_citations","mean_of_IF","mean_of_co_authors","num_nsf","t_deflated_nsf","num_nih","t_deflated_nih","Y05yr","KTotal","KDirect","KMediated","Chi","BetCentrality","PRCentrality","XDIndicator","SchoolRank","first_xd_year","xd_dept"
"UCK6s8wAAAAJ","MICHAEL M DESAI ","BIO",21,33,2005,2016,41,2089,271,8.599,3.537,3,190145,0,0,2000,189,5,184,0.350877192982456,437.34899145071,0.000169894644365252,"BIO",1,NA,"BIO"
"Uctd64YUvqkC","SLIMAN JULIEN BENSMAIA ","BIO",32,52,1998,2016,62,3015,251,4.644,4.565,2,545058,13,4980402,1995,36,0,36,0.0982142857142857,0,0,"BIO",14,NA,"BIO"
"uczqEdUAAAAJ","LU WANG ","CS",7,5,2011,2016,11,102,21,0,2.636,2,257977,4,760141,1990,599,18,581,0.861751152073733,32049.4418157546,0.000543100747760341,"XD",60,NA,"CS"
"Udl1ZbwAAAAJ","ANDREW C ZELHOF ","BIO",13,14,1992,2016,20,892,191,9.092,4.65,0,0,6,485280,1990,91,0,91,0.12,0,0,"BIO",34,NA,"BIO"
"uDwy_JgAAAAJ","EDWARD ALLAN FOX ","CS",57,210,1980,2016,375,12654,1204,2.102,4.424,39,14949061,0,0,1980,596,13,583,0.10873786407767,4574.89587899564,0.000347284371650726,"CS",40,NA,"CS"
"uE08NmEAAAAJ","PHOTINI SINNIS ","BIO",36,58,1988,2017,67,3706,324,6.668,8,0,0,14,4750243,1985,180,6,174,0.199404761904762,2664.31519303615,0.00022401001029793,"XD",5,2015,"BIO"
"UE61txYAAAAJ","JAMES LB MALLET ","BIO",66,123,1980,2016,144,13889,1132,8.009,3.924,1,51477,0,0,1980,291,4,287,0.111627906976744,560.548662476184,0.000144737457193992,"BIO",1,NA,"BIO"
"UE6z_m8AAAAJ","ERIC PRICE ","CS",13,17,2010,2016,27,781,166,0.438,2.741,0,0,0,0,2005,79,6,73,0.0689655172413793,1347.93726009241,0.000164705654989744,"CS",9,NA,"CS"
"uEC8IQQAAAAJ","VINCENT J HILSER ","BIO",34,60,1993,2016,70,3617,394,8.073,3.486,4,2032663,18,4800149,1990,82,6,76,0.262626262626263,4424.98676819915,0.000218190778120427,"XD",5,2010,"BIO"
"UEDi4ZcAAAAJ","AARON A KING ","BIO",26,45,1996,2016,53,2893,650,6.971,4.66,6,2421596,5,1253054,1995,97,2,95,0.0854700854700855,198.974077777098,0.000113716745866304,"BIO",19,NA,"BIO"
"UedS9LQAAAAJ","WEI VIVIAN WANG ","CS",44,127,1996,2015,135,8984,1539,3.95,4.77,24,5978800,37,6605380,1990,1846,128,1718,0.814090019569472,594591.989593747,0.00323298931545374,"XD",13,2003,"CS"
"uegmkr0AAAAJ","FRANCISCO J DIAZ ","BIO",17,21,2000,2015,25,1150,187,3.26,4.04,1,177634,0,0,2000,25,0,25,0.109090909090909,0,0,"BIO",42,NA,"BIO"
"UEI2g60AAAAJ","DAVID PATRICK WALKER ","CS",45,87,1990,2016,109,8122,982,0.886,4.101,18,9804532,2,454448,1990,434,21,413,0.151685393258427,13174.4984242671,0.000516420598281733,"CS",8,NA,"CS"
"ueriIfwAAAAJ","MAJED A ALNAQEEB ","BIO",14,17,1989,2016,15,705,332,2.619,6,0,0,0,0,1985,16,0,16,0,0,0,"BIO",68,NA,"BIO"
"UetM7FgAAAAJ","RADA FLAVIA MIHALCEA ","CS",59,146,1998,2016,182,10473,812,1.337,2.758,10,2269306,0,0,1995,147,3,144,0.0833333333333333,222.991717156255,0.000107010076885449,"CS",13,NA,"CS"
"uEZ-OWMAAAAJ","AMANDA PEREIRA SOUZA ","BIO",11,11,2008,2016,22,475,124,4.206,7.182,0,0,0,0,2005,41,0,41,0.0106382978723404,0,0,"BIO",30,NA,"BIO"
"uf0D-uoAAAAJ","ARI JUELS ","CS",68,120,1993,2016,190,22905,1878,2.28,3.074,2,1025426,0,0,1990,372,26,346,0.0722222222222222,10084.4186641533,0.000532029743753255,"CS",6,NA,"CS"
"UF1_VRcAAAAJ","JANE SHELBY RICHARDSON ","BIO",52,99,1966,2016,116,35455,7989,7.193,5.707,0,0,21,4029814,1965,424,5,419,0.388888888888889,803.732655159387,0.000174981933422968,"XD",11,2007,"BIO"
"uFJi3IUAAAAJ","JOSEPH M HELLERSTEIN ","CS",81,184,1992,2016,200,33653,3640,1.839,5.415,11,5625629,0,0,1975,839,58,781,0.367256637168142,74144.4568401009,0.00115700547525967,"XD",1,1999,"CS"
"UF_zg4IAAAAJ","CHRISTOPHER D DEPPMANN ","BIO",12,12,2003,2016,17,513,112,11.7,6.647,2,271255,0,0,2000,69,3,66,0.111111111111111,2894.51158782003,0.000221492128113802,"BIO",50,NA,"BIO"
"UGccZdUAAAAJ","SCOTT D BRIDGHAM ","BIO",44,75,1991,2016,93,6120,536,4.131,5.72,11,6335178,0,0,1990,200,9,191,0.102459016393443,12701.4518642821,0.000292740933333859,"XD",55,2005,"BIO"
"UGDVOZgAAAAJ","CHRISTOPHER BATTEN ","CS",15,20,2000,2015,27,1491,393,3.178,4.667,7,2024770,0,0,2000,53,4,49,0.0634920634920635,348.757108622352,0.000145608105799863,"CS",6,NA,"CS"
"ugFNit4AAAAJ","MING C LIN ","CS",72,222,1991,2016,271,19999,2686,1.952,4.015,17,5427635,0,0,1990,527,40,487,0.217142857142857,62334.7007018107,0.000924479923983749,"XD",25,NA,"CS"
"UgHB5oAAAAAJ","ANCA DIANA DRAGAN ","CS",14,17,2011,2016,29,611,105,2.803,4.069,0,0,0,0,2010,157,7,150,0.150943396226415,1944.86742405572,0.000201506404128467,"CS",1,NA,"CS"
"UgKiJTsAAAAJ","LEO BACHMAIR ","CS",32,47,1980,2005,49,3497,423,1.238,2.347,4,708185,0,0,1980,24,2,22,0,1366.301978361,0.000117610596005581,"CS",40,NA,"CS"
"UGrnqBUAAAAJ","JASON NIEH ","CS",39,81,1992,2016,110,4923,545,1.4,3.445,15,11590413,0,0,1990,195,8,187,0.113207547169811,361.23063482535,0.000201973206874805,"CS",15,NA,"CS"
"UgY7CSAAAAAJ","IAIN MCPHERSON CHEESEMAN ","BIO",43,60,1995,2016,67,7524,661,11.361,6.522,0,0,0,0,1995,341,3,338,0.123893805309735,482.425307636034,0.0001157947289791,"BIO",1,NA,"BIO"
"uHUyvLgAAAAJ","CHARLES T ANDERSON ","BIO",16,18,2003,2016,28,1171,309,5.435,5.607,18,30025061,2,81994,2000,148,6,142,0.144144144144144,2689.03994247357,0.000236258745226642,"BIO",42,NA,"BIO"
"uHwTzpYAAAAJ","ALEX H WAIBEL ","CS",80,346,1979,2017,515,23486,2339,2.34,4.136,4,8927537,0,0,1975,346,9,337,0.11482254697286,3532.30862000429,0.000230296905106123,"XD",1,2001,"CS"
"uIdXorIAAAAJ","XIAOBO SHARON HU ","CS",34,104,1988,2013,166,4507,411,1.447,4.199,19,5821585,0,0,1985,390,6,384,0.129032258064516,1023.47977976754,0.000190575908408307,"CS",60,NA,"CS"
"uiMfVzYAAAAJ","CARLO CASEBIER MALEY ","BIO",36,62,1993,2016,74,4522,1180,8.046,6.986,0,0,23,5374468,1990,308,2,306,0.309623430962343,295.483379607919,9.5849464358476e-05,"XD",55,2006,"BIO"
"uJbM58UAAAAJ","ROBBERT RENESSE ","CS",58,140,1985,2016,174,12669,1008,2.219,3.684,0,0,0,0,1985,393,22,371,0.0610328638497653,6225.18075341792,0.000477537008965405,"CS",6,NA,"CS"
"ujDhg2sAAAAJ","KATHLEEN R MCKEOWN ","CS",62,171,1979,2016,232,14940,1814,2.078,3.224,14,20496643,0,0,1975,293,18,275,0.29,10408.9026893466,0.000422433257578902,"XD",15,2001,"CS"
"UjpbO6IAAAAJ","LUKE SEAN ZETTLEMOYER ","CS",33,54,1998,2016,75,4166,424,2.724,3.64,8,2741808,0,0,1995,218,14,204,0.0810810810810811,7921.57622539987,0.000355620231451423,"CS",6,NA,"CS"
"ujqhdv8AAAAJ","ELIZABETH T BORER ","BIO",37,67,2000,2016,77,5027,645,9.256,14.636,10,4791878,0,0,2000,398,21,377,0.293729372937294,15119.0986644294,0.000580468831333043,"XD",34,2011,"BIO"
"ujT7bLwAAAAJ","SOMALI CHATERJI ","CS",8,6,2007,2016,13,102,22,4.454,5,0,0,0,0,2005,83,0,83,0.3,0,0,"CS",20,NA,"CS"
"UJVBYAIAAAAJ","QIANG CHEN ","BIO",23,29,1989,2016,40,1914,172,4.754,5.075,0,0,9,2865620,1985,241,6,235,0.2421875,4311.73198167998,0.000205252718273054,"XD",55,NA,"BIO"
"ujXEG6oAAAAJ","ALGIRDAS ANTHONY AVIZIENIS ","CS",42,95,1960,2012,85,12527,4403,2.473,1.929,0,0,0,0,1960,52,0,52,0.0384615384615385,0,0,"CS",13,NA,"CS"
"uL470LwAAAAJ","EDDY ZHENG ZHANG ","CS",15,18,2007,2016,32,942,144,0.956,3.938,0,0,0,0,2005,95,1,94,0.119047619047619,0,8.29637160377291e-05,"CS",34,NA,"CS"
"UlbFDqoAAAAJ","SANJEEV K SETIA ","CS",29,47,1992,2014,51,5611,2087,1.888,3.275,4,974390,0,0,1990,69,1,68,0.032258064516129,0,6.10381247384887e-05,"CS",67,NA,"CS"
"uLsDDUMAAAAJ","RICHARD J ANDERSON ","CS",41,89,1969,2016,138,4637,425,1.538,4.449,27,11025010,6,1397773,1965,394,14,380,0.12962962962963,24976.4285591989,0.000401833336401349,"XD",6,NA,"CS"
"UMbfxUAAAAAJ","WILLIAM M GRAY ","BIO",31,41,1991,2016,38,4964,1027,8.36,5.763,21,9047007,0,0,1990,150,8,142,0.13953488372093,7638.12291141761,0.000387718301850228,"BIO",34,NA,"BIO"
"UmwJklEAAAAJ","MOHAMMED JAVEED ZAKI ","CS",61,148,1995,2016,214,19873,1873,1.844,3.308,8,3250680,0,0,1995,432,11,421,0.154545454545455,4137.1915135007,0.000288794154015533,"CS",52,NA,"CS"
"Un5KXJ4AAAAJ","JAMIE CALLAN ","CS",56,120,1995,2016,142,9074,487,4.675,3.338,24,10135519,0,0,1995,331,13,318,0.130434782608696,2290.88122806371,0.000303695741559048,"CS",1,NA,"CS"
"UneULscAAAAJ","D PAGE BALUCH ","BIO",7,5,2002,2015,7,125,39,2.232,3.571,0,0,0,0,2000,5,1,4,0.3,0,0.00010289364937315,"BIO",55,NA,"BIO"
"UnRdQPMAAAAJ","GUSTAVO KUNDE ROHDE ","CS",25,44,1998,2016,73,2002,421,3.491,4.616,1,460544,11,1930996,1995,119,3,116,0.282442748091603,1930.88010241194,0.000125014152644734,"XD",1,2008,"CS"
"uNsqlqYAAAAJ","CHRISTOPHER M UMANS ","CS",24,32,1996,2013,42,2000,265,0.945,2.476,0,0,0,0,1995,117,7,110,0.219512195121951,806.604506848423,0.000180317873440837,"CS",11,NA,"CS"
"UnuQfEwAAAAJ","RICARDO GUTIERREZ-OSUNA ","CS",27,62,1995,2016,126,3449,448,3.062,3.437,9,2839513,0,0,1995,125,6,119,0.0608108108108108,1605.20798029013,0.000219020180833287,"CS",40,NA,"CS"
"UNxLPX8AAAAJ","KASTURI R VARADARAJAN ","CS",30,56,1996,2016,72,2810,225,0.899,2.833,4,1410895,0,0,1995,107,5,102,0.0625,56.2861771370999,0.000136774279657772,"CS",63,NA,"CS"
"unXtH3IAAAAJ","ALAN L RITTER ","CS",20,27,2006,2017,39,2775,667,0.975,4.205,1,139360,0,0,2005,141,9,132,0.106060606060606,1039.65811324443,0.00022454229455547,"CS",34,NA,"CS"
"uoQHDRoAAAAJ","JASON RAYMOND GALLANT ","BIO",7,5,2011,2015,7,151,53,10.416,8.714,1,230273,0,0,2010,155,2,153,0.111111111111111,2796.66612255861,0.000121564246825395,"BIO",50,NA,"BIO"
"uoQJeI4AAAAJ","DANIEL H HERSCHLAG ","BIO",82,209,1983,2016,235,20155,715,8.033,4.562,2,2165539,52,25913077,1980,498,8,490,0.147420147420147,4610.83421330928,0.00027209886843446,"BIO",1,NA,"BIO"
"UORk8-EAAAAJ","KEVIN V SOLOMON ","BIO",9,9,2008,2016,9,287,71,9.81,20.111,0,0,0,0,2005,151,1,150,0.0955414012738854,0,6.2480412616786e-05,"BIO",55,NA,"BIO"
"uoVID-0AAAAJ","SINISA TODOROVIC ","CS",29,63,2002,2016,88,2944,209,3.509,3.875,9,5706717,0,0,2000,328,6,322,0.37984496124031,1870.92658121224,0.00019913389287702,"XD",67,2013,"CS"
"up7dycYAAAAJ","RUTH EMILY LEY ","BIO",52,81,1998,2016,87,39870,6652,14.922,11.057,1,966909,7,4281813,1995,618,19,599,0.376218323586745,23097.5442776373,0.000558259032361633,"XD",11,2010,"BIO"
"upemnMUAAAAJ","FENG JU ","CS",4,4,2011,2015,12,73,17,2.137,4.333,1,0,0,0,2010,29,0,29,0.176470588235294,0,0,"CS",48,NA,"CS"
"UPFay-gAAAAJ","JANE F PENDERGAST ","BIO",23,39,1983,2016,54,2653,722,3.386,5.648,2,147629,0,0,1980,51,0,51,0.0569620253164557,0,0,"BIO",11,NA,"BIO"
"Uph176YAAAAJ","RINA DECHTER ","CS",54,147,1980,2016,199,13163,2135,2.465,2.377,8,3983580,4,1218953,1980,61,6,55,0.0441176470588235,866.051357284288,0.000184235192071809,"CS",29,NA,"CS"
"upKiqHMAAAAJ","CARL T BERGSTROM ","BIO",47,74,1995,2016,97,8849,1607,8.616,3.33,2,450372,0,0,1975,252,7,245,0.236111111111111,7319.18453430145,0.000250856830781842,"BIO",19,NA,"BIO"
"UPOVXrQAAAAJ","JOSHUA E ELIAS ","BIO",25,31,2003,2016,38,10495,2145,12.87,7,0,0,3,787650,2000,290,9,281,0.227272727272727,7864.1352615273,0.000301527971615722,"BIO",1,NA,"BIO"
"UPYalhQAAAAJ","FARRAH BASHEY ","BIO",13,16,1997,2016,18,812,303,2.911,3.111,0,0,0,0,1995,16,3,13,0,194.88967379645,0.000135585795854865,"BIO",34,NA,"BIO"
"UQ9DUpUAAAAJ","REJJI KURUVILLA ","BIO",17,22,1996,2015,23,1546,295,8.57,6,0,0,16,3973244,1995,85,4,81,0.120879120879121,25258.4564811205,0.000191820651084158,"XD",5,2005,"BIO"
"UQ9Ws6wAAAAJ","DENNIS E SHASHA ","CS",72,183,1983,2016,236,19467,1562,3.893,4.521,19,22918167,0,0,1980,644,16,628,0.567099567099567,11152.1631264218,0.000400620009130646,"XD",29,2001,"CS"
"uQBb60kAAAAJ","HIROSHI A MAEDA ","BIO",16,16,2000,2015,20,1338,257,7.733,5.5,0,0,0,0,2000,61,1,60,0.213114754098361,0,7.30130539161141e-05,"XD",18,2012,"BIO"
"Uqzdj9sAAAAJ","ZHAOHUI TONG ","BIO",10,11,2006,2016,21,321,61,3.653,4.333,0,0,0,0,2005,77,3,74,0.166666666666667,926.414125959291,0.000185816196557894,"BIO",55,NA,"BIO"
"UR4eDW4AAAAJ","ALEXANDROS LABRINIDIS ","CS",26,52,1994,2016,89,2652,389,1.912,4.303,8,3539077,0,0,1990,276,18,258,0.125827814569536,8050.05368079169,0.000392513587888955,"CS",52,NA,"CS"
"urTiL7QAAAAJ","DAVID EARL CULLER ","CS",115,267,1986,2016,318,78443,4930,1.698,4.638,12,19825209,0,0,1985,638,37,601,0.265263157894737,21094.0539404006,0.000740286132360893,"XD",1,1999,"CS"
"UruIct4AAAAJ","MICHAEL P WELLMAN ","CS",63,156,1986,2017,203,13730,772,2.164,2.695,11,12275728,0,0,1985,286,9,277,0.116279069767442,2960.63646736863,0.000229513264330737,"CS",13,NA,"CS"
"us2tDNEAAAAJ","DOUGLAS R TAYLOR ","BIO",42,60,1953,2016,71,3616,399,4.237,2.775,20,4283184,0,0,1950,231,5,226,0.141891891891892,1940.95986486985,0.000172774867615782,"BIO",50,NA,"BIO"
"uSfaEgUAAAAJ","JAIME G CARBONELL ","CS",66,200,1978,2016,265,15001,2046,2.626,4.117,13,22225030,0,0,1975,551,34,517,0.167647058823529,26958.1947917723,0.000765159352406154,"XD",1,2006,"CS"
"usw1MV0AAAAJ","J AN CHEN ","CS",10,10,2007,2014,13,319,190,1.38,3.154,2,257333,27,6383845,1975,669,37,632,0.516877637130802,90585.5744346624,0.00109099475970317,"XD",40,NA,"CS"
"UT5I0hAAAAAJ","OLGA VITEK ","CS",30,48,2000,2016,58,3274,568,6.306,8.966,5,1466989,1,0,2000,442,5,437,0.429032258064516,5557.69814406695,0.000203244207668913,"XD",60,2008,"CS"
"uT9_8hcAAAAJ","WAYNE SNYDER ","CS",20,28,1987,2014,25,1848,586,1.242,2.44,4,633865,0,0,1985,10,2,8,0,71.141666304572,0.000121489983681977,"CS",48,NA,"CS"
"utnDy7MAAAAJ","ROBERT K JANSEN ","BIO",73,182,1977,2016,214,17322,2126,3.614,5.023,26,14399652,0,0,1975,376,19,357,0.178743961352657,28878.3945683623,0.00061925752212219,"XD",30,2005,"BIO"
"uTqQopAAAAAJ","SOMA CHAUDHURI ","CS",13,16,1976,2005,23,1165,389,0.964,2.696,1,142793,0,0,1975,44,4,40,0.0869565217391304,399.707973079802,0.000141036579345789,"CS",63,NA,"CS"
"Uttu9kkAAAAJ","ROHINI K SRIHARI ","CS",33,75,1981,2015,130,4476,415,2.101,3.362,3,1922134,0,0,1980,365,5,360,0.173553719008264,1841.86786593786,0.000169074446241705,"CS",63,NA,"CS"
"UUAn_V8AAAAJ","DOUGLAS S REEVES ","CS",35,65,1986,2015,100,5362,628,2.166,2.98,6,1229802,0,0,1985,112,9,103,0.0707070707070707,6325.96040112191,0.000284371259916634,"CS",48,NA,"CS"
"UUKLPMYAAAAJ","YAN LIU ","CS",26,61,2002,2016,91,2450,213,3.161,4.099,8,1755691,1,155086,2000,954,41,913,0.689594356261023,69188.253580149,0.00109771593100389,"XD",20,NA,"CS"
"uurQUZIAAAAJ","DAVID E SOMERS ","BIO",36,48,1980,2016,55,6740,652,10.759,5.218,8,3741862,8,1677249,1980,156,3,153,0.0845070422535211,95.9529028801105,0.000123937946007086,"BIO",42,NA,"BIO"
"UuXTH9wAAAAJ","M JAKE ZANDEN ","BIO",49,94,1996,2016,100,10268,1326,3.785,4.11,0,0,0,0,1995,173,4,169,0.0769230769230769,729.613820133714,0.000151687156213596,"BIO",18,NA,"BIO"
"uVBjUtAAAAAJ","ROBERT B PLESS ","CS",34,72,1992,2017,113,5623,1458,3.494,3.965,6,2302158,0,0,1990,191,7,184,0.233918128654971,8768.91169389585,0.000213152469985052,"XD",40,2005,"CS"
"UvFrX04AAAAJ","RAFAIL M OSTROVSKY ","CS",65,169,1983,2016,249,19533,1966,1.565,3.221,12,5957183,0,0,1980,304,25,279,0.05,18313.8095924085,0.000550026623412396,"CS",13,NA,"CS"
"UVGe0gQAAAAJ","JASON JINGSHENG CONG ","CS",73,322,1988,2016,420,17801,755,1.235,3.724,0,0,0,0,1985,753,13,740,0.225903614457831,6619.37993396524,0.000358569199539527,"CS",13,NA,"CS"
"UvoDtbcAAAAJ","DAVID L VALENTINE ","BIO",34,56,2000,2017,77,5256,716,8.84,5.857,18,8979808,0,0,2000,221,2,219,0.232456140350877,412.837258124288,9.58519663170804e-05,"XD",50,NA,"BIO"
"uvoOgnwAAAAJ","GANESH C GOPALAKRISHNAN ","CS",34,122,1983,2016,210,3840,97,1.744,3.514,25,7746314,0,0,1980,228,5,223,0.102857142857143,2307.95924537019,0.000190554195266367,"CS",40,NA,"CS"
"uvsSrnoAAAAJ","ALAN LEWIS MONTGOMERY ","CS",23,30,1994,2014,31,3251,578,1.918,3.355,1,621899,0,0,1990,147,1,146,0.117647058823529,0,6.31865434933561e-05,"CS",1,NA,"CS"
"UVuQeJIAAAAJ","GLORIA M CORUZZI ","BIO",63,115,1978,2016,135,11344,454,7.716,5.822,13,26588740,0,0,1975,413,15,398,0.248520710059172,12875.5075073106,0.000473938326375777,"XD",68,2001,"BIO"
"UVWz1ZMAAAAJ","KENDRA L CHRITZ ","BIO",7,7,2009,2016,10,162,36,5.956,6.8,0,0,0,0,2005,27,2,25,0.314285714285714,11576.8473407247,0.000120319460417794,"XD",55,2015,"BIO"
"uwAJuBQAAAAJ","JEFFREY R MORGAN ","BIO",47,101,1984,2016,142,6281,397,5.025,4.577,11,9561825,0,0,1980,224,0,224,0.0760869565217391,0,0,"BIO",34,NA,"BIO"
"UwFA1KoAAAAJ","SAUMYA K DEBRAY ","CS",40,87,1984,2015,120,6198,630,1.008,2.758,20,7611621,0,0,1980,186,11,175,0.07,4420.5377838625,0.000273674959290339,"CS",40,NA,"CS"
"uwHLui0AAAAJ","ENGIN IPEK ","CS",18,20,2004,2016,46,3400,833,1.257,4,4,957979,0,0,2000,177,3,174,0.229166666666667,232.625726318308,0.000116739155053148,"CS",52,NA,"CS"
"uWsBKQ0AAAAJ","BERTHOLD KP HORN ","CS",55,114,1974,2014,97,29616,12250,3.784,2.557,1,298203,0,0,1970,157,3,154,0.144444444444444,214.931355711454,0.000105062096911145,"CS",1,NA,"CS"
"UWZA0v4AAAAJ","JAMES F O'BRIEN ","CS",48,73,1993,2017,77,7984,610,3.442,3.636,0,0,0,0,1990,142,14,128,0.152380952380952,4976.60356149563,0.000345755971091648,"XD",1,2011,"CS"
"UXh1I6UAAAAJ","J ZICO KOLTER ","CS",22,28,2006,2016,39,2849,476,2.334,3.718,2,145866,0,0,2005,143,5,138,0.192771084337349,924.767220664947,0.000168289786295016,"CS",1,NA,"CS"
"uXUA1pgAAAAJ","DAVID ALBERT BADER ","CS",44,111,1994,2016,164,5348,487,1.65,3.878,21,9927952,2,39970,1990,508,15,493,0.2,10418.3642233433,0.00036303806316037,"XD",9,1999,"CS"
"uy1OB3YAAAAJ","XI WANG ","CS",14,15,2008,2016,26,997,167,2.45,5.769,2,541369,0,0,2000,448,23,425,0.346153846153846,28203.4593637989,0.000588948680009338,"XD",6,NA,"CS"
"uy8T6BYAAAAJ","DAVID LANSING DILL ","CS",69,164,1986,2016,200,30655,6970,4.361,3.925,5,6213879,0,0,1985,379,9,370,0.33596837944664,4857.33112407669,0.000244751379620784,"CS",1,NA,"CS"
"UyIBJikAAAAJ","ROBERT A LAMB ","BIO",101,278,1974,2016,276,27259,1123,6.334,4.616,2,108163,0,0,1970,441,6,435,0.11134903640257,2908.31368806174,0.000247807410867422,"XD",26,2011,"BIO"
"UYLIgHAAAAAJ","MARIE DESJARDINS ","CS",22,42,1991,2015,75,1856,205,1.143,3.12,15,5047949,0,0,1990,225,8,217,0.116504854368932,3706.75089799434,0.000232890223692838,"CS",70,NA,"CS"
"UYnvOrsAAAAJ","PETRA ANNE LEVIN ","BIO",27,33,1992,2015,31,2289,253,7.536,4.065,1,821965,0,0,1990,83,3,80,0.1,551.137148451347,0.000165169979145782,"BIO",11,NA,"BIO"
"uywP8ZUAAAAJ","ALAN B SHAFFER ","CS",5,2,2008,2012,5,56,29,0,4.2,0,0,0,0,2005,7,0,7,0.0833333333333333,0,0,"CS",70,NA,"CS"
"uyXz_Ia8KMIC","HESHAN LIN ","CS",17,24,2005,2013,33,932,148,1.801,5.242,2,721012,0,0,2005,198,6,192,0.226666666666667,2027.17813686494,0.000182430700948936,"CS",40,NA,"CS"
"uZ9G85sAAAAJ","CLAUDE DESPLAN ","BIO",56,124,1977,2017,147,8758,460,15.091,4.551,3,1018897,56,18181923,1975,223,6,217,0.13588850174216,6041.82237657546,0.000216204063328493,"XD",68,2012,"BIO"
"uzDaznAAAAAJ","JOSHUA P SCHIMEL ","BIO",72,130,1980,2017,161,18823,1236,5.922,4.708,24,13267922,0,0,1980,344,13,331,0.0984042553191489,4485.27084659576,0.000395554444589569,"BIO",50,NA,"BIO"
"uZg9l58AAAAJ","DANIEL S JURAFSKY ","CS",66,167,1988,2017,102,11237,1389,1.77,4.02,0,0,0,0,1985,210,4,206,0.129310344827586,623.914923192477,0.000135531254605008,"CS",1,NA,"CS"
"UzNoXwMAAAAJ","ROBERT KENNETH ATKINSON ","CS",25,35,1999,2016,62,4030,853,2.613,3.935,4,5070305,0,0,1995,69,1,68,0.0408163265306122,0,0.000117562302171454,"CS",48,NA,"CS"
"uZZ7HtIAAAAJ","KAY H CONNELLY ","CS",23,44,1997,2016,74,1895,205,2.078,4.324,0,0,0,0,1995,124,2,122,0.0984848484848485,26.4713909491041,8.84515118750871e-05,"CS",52,NA,"CS"
"u_7S7VYAAAAJ","HENI BEN AMOR ","CS",15,21,2003,2016,49,643,61,1.285,4.429,0,0,0,0,2000,55,2,53,0.0181818181818182,38.7112363765921,9.04123016254078e-05,"CS",48,NA,"CS"
"u_tOExoAAAAJ","TODD DAVID MILLSTEIN ","CS",35,50,1997,2016,72,4794,899,1,3.986,8,3941668,0,0,1995,242,13,229,0.0412371134020619,8834.61186749363,0.000374980236545819,"CS",13,NA,"CS"
"U_VRZucAAAAJ","JOSEPH S SVENTEK ","CS",25,57,1974,2015,42,1097,197,3.877,3.595,0,0,0,0,1970,40,0,40,0.0571428571428571,0,0,"CS",63,NA,"CS"
"v-rklEMAAAAJ","JOHN L RINN ","BIO",61,94,2000,2017,106,29170,3033,18.607,10.179,0,0,0,0,2000,748,19,729,0.347133757961783,11889.6696592932,0.000492949760630687,"XD",1,2009,"BIO"
"v0bzUvMAAAAJ","DANFENG DAPHNE YAO ","CS",24,48,2003,2016,80,1514,135,1.68,3.55,5,2076054,0,0,2000,277,16,261,0.206185567010309,17152.9502576318,0.000424879394735843,"CS",40,NA,"CS"
"v0gn6NEAAAAJ","JAMES W CURTSINGER ","BIO",34,68,1975,2015,81,3734,424,5.467,2.765,0,0,0,0,1975,80,4,76,0.0821917808219178,608.327512082733,0.000177015458321621,"BIO",34,NA,"BIO"
"v0nybPwAAAAJ","EVREN GURKAN","CS",5,4,2007,2007,2,17,13,8.556,4.5,0,0,0,0,2005,3,1,2,0,0,8.88626857023196e-05,"CS",70,NA,"CS"
"v0tJmyYAAAAJ","CLIFFORD A SHAFFER ","CS",30,76,1983,2016,128,2816,255,1.871,4.469,19,6157161,0,0,1980,283,19,264,0.192307692307692,24623.5526337818,0.000565313336512179,"XD",40,NA,"CS"
"v12-jLUAAAAJ","RISI IMRE KONDOR ","CS",14,18,2002,2016,27,3428,1017,3.996,2.444,0,0,0,0,2000,71,0,71,0.0952380952380952,0,0,"CS",34,NA,"CS"
"v1hVGqgAAAAJ","I KING JORDAN ","BIO",38,83,1996,2016,100,5434,455,6.23,5.25,0,0,2,793,1995,467,6,461,0.354260089686099,3363.76617723768,0.000224596366393227,"XD",55,2013,"BIO"
"V1js0MUAAAAJ","TIM WENINGER ","CS",14,21,2006,2016,38,818,107,3.172,4.079,0,0,0,0,2005,108,6,102,0.186440677966102,3585.84546062023,0.000166186287753612,"CS",60,NA,"CS"
"V22Gj30AAAAJ","CRAIG BUCHANAN ZILLES ","CS",28,51,1995,2015,69,4033,987,1.116,3.203,9,4215028,0,0,1995,145,11,134,0.0759493670886076,4134.04340128659,0.000274050711868005,"CS",5,NA,"CS"
"v2X9gX8AAAAJ","DONALD R PERLIS ","CS",28,69,1972,2013,77,1812,259,1.86,2.675,4,1412744,0,0,1970,91,0,91,0.114754098360656,0,0,"CS",15,NA,"CS"
"V4LXxrQAAAAJ","BRENDAN T O'CONNOR ","CS",17,20,2003,2016,28,4326,1389,3.057,3.536,0,0,0,0,2000,77,3,74,0.135135135135135,0,9.78664707567608e-05,"CS",25,NA,"CS"
"V4MDhecAAAAJ","JAMES B COOPER ","BIO",19,23,1983,2013,24,3107,1622,9.402,5.25,5,1348890,0,0,1980,107,0,107,0.141176470588235,0,0,"BIO",50,NA,"BIO"
