"id","name","dept","h_index","i10index","min_year","max_year","t_publication","t_pubs_citations","highest_citations","mean_of_IF","mean_of_co_authors","num_nsf","t_deflated_nsf","num_nih","t_deflated_nih","Y05yr","KTotal","KDirect","KMediated","Chi","BetCentrality","PRCentrality","XDIndicator","SchoolRank","first_xd_year","xd_dept"
"Fe9NgoEAAAAJ","JAMES P SHAPLEIGH ","BIO",35,60,1982,2016,70,3362,259,4.062,4.943,1,15332,0,0,1980,202,1,201,0.0536912751677852,0,7.81063419334878e-05,"BIO",11,NA,"BIO"
"fEBBMXMAAAAJ","CARL JOHN ROTHFELS ","BIO",19,27,2001,2017,43,1137,220,5.715,9.116,1,14541,0,0,2000,457,4,453,0.375,125.579831865721,0.000146645456547954,"XD",4,2014,"BIO"
"FEBziZ0AAAAJ","BRYAN T GRENFELL ","BIO",79,257,1981,2017,287,23290,1183,9.835,5.314,1,715128,5,1082159,1980,425,11,414,0.133971291866029,8711.0849714074,0.000323848092181249,"XD",9,2005,"BIO"
"fecQGekAAAAJ","HUSSEIN K AL-OMARI ","CS",10,10,2006,2010,5,243,99,0,1.8,0,0,0,0,2005,0,0,0,0,0,0,"CS",56,NA,"CS"
"FEE_Gw0AAAAJ","JIANHUA XING ","BIO",19,30,1995,2016,44,1305,234,3.944,4.295,4,1201506,2,140065,1995,261,1,260,0.294736842105263,0,6.79914514249724e-05,"BIO",42,NA,"BIO"
"fEVXhhAAAAAJ","KISHOR SHRIDHARBHAI TRIVEDI ","CS",95,419,1973,2016,566,27654,724,1.626,3.216,12,5144881,0,0,1970,261,5,256,0.069377990430622,2538.12428669273,0.000162905404062454,"CS",25,NA,"CS"
"fEYp6hEAAAAJ","TOMASZ IMIELINSKI ","CS",54,96,1981,2016,86,10684,1865,2.021,2.477,7,2236762,0,0,1980,200,6,194,0.102564102564103,1657.70146742507,0.000196384254557902,"CS",34,NA,"CS"
"fez4ulcAAAAJ","DANA S NAU ","CS",57,181,1977,2015,223,11655,914,2.088,3.516,11,4201263,0,0,1975,245,7,238,0.0980392156862745,706.11356790054,0.000182138238839026,"CS",15,NA,"CS"
"fEZG8HkAAAAJ","STEFFEN FOERSTER ","BIO",10,10,1998,2016,16,250,46,2.635,4.063,0,0,0,0,1995,17,2,15,0.0357142857142857,0,9.81058794104779e-05,"BIO",14,NA,"BIO"
"Ff6era8AAAAJ","LUIS GRAVANO ","CS",50,88,1991,2016,100,11105,1256,1.571,3.9,4,1941796,0,0,1990,251,24,227,0.333333333333333,11623.8470998323,0.000522816378696017,"XD",15,2001,"CS"
"ffdt7gMAAAAJ","ALEXANDER T IHLER ","CS",28,52,1999,2016,85,3788,627,3.514,3.565,5,4598875,0,0,1995,204,9,195,0.228260869565217,2470.51195576384,0.000246974836067294,"CS",29,NA,"CS"
"FfFBUCUAAAAJ","GERARD KARSENTY ","BIO",108,245,1986,2016,311,46560,3875,9.559,6.431,0,0,74,29304132,1985,858,7,851,0.120114394661582,4177.25506302358,0.000241846224201382,"XD",14,1997,"BIO"
"FfqHjHoAAAAJ","KATHLEEN SHIVE MATTHEWS ","BIO",36,117,1972,2015,159,4125,246,4.612,3.491,10,22771477,0,0,1970,238,3,235,0.112676056338028,101.658156277381,0.000131387417045592,"BIO",42,NA,"BIO"
"FfSp-toAAAAJ","CHAKRA S CHENNUBHOTLA ","BIO",18,23,1994,2015,40,1125,146,4.965,3.9,0,0,0,0,1990,88,6,82,0.39622641509434,1215.20984915715,0.00020337262312264,"XD",42,1994,"XD"
"FFukl3oAAAAJ","ROBIN HOPKINS ","BIO",8,8,2005,2017,11,430,108,10.631,3.818,2,130493,0,0,2005,52,3,49,0.0384615384615385,230.810295038195,0.000122347084760114,"BIO",1,NA,"BIO"
"ffUu1PcAAAAJ","RICHARD M STERN ","CS",47,128,1962,2016,190,7600,507,2.166,3.358,6,3083640,0,0,1960,238,9,229,0.107317073170732,9372.38724211228,0.000280002681970922,"CS",1,NA,"CS"
"FG5TJpoAAAAJ","ZHAOHUI ZHONG ","CS",24,33,1999,2016,45,5970,2104,14.554,4.822,6,2431817,0,0,1995,150,2,148,0.395348837209302,98.2637786606021,0.000106286791291193,"XD",13,2013,"CS"
"fGahbL0AAAAJ","NATHAN D LAWSON ","BIO",45,61,1995,2016,64,9312,1193,9.906,6.734,0,0,0,0,1995,250,4,246,0.118577075098814,1000.88165834118,0.000182940223389859,"BIO",50,NA,"BIO"
"fGcKnpIAAAAJ","BHASKAR DASGUPTA ","CS",28,64,1989,2017,110,2035,116,1.569,3.918,11,3830158,0,0,1985,430,5,425,0.211864406779661,901.294078299789,0.000167068917110841,"CS",60,NA,"CS"
"FGq2FDEAAAAJ","FLORIAN ENGERT ","BIO",27,37,1991,2016,47,4184,1520,11.71,6.979,0,0,22,13623401,1990,133,3,130,0.0663507109004739,235.260287144171,0.00015438862102205,"BIO",1,NA,"BIO"
"fHeiNpIAAAAJ","ALAN O BERGLAND ","BIO",10,10,2005,2016,12,274,51,6.463,5.5,0,0,0,0,2005,127,4,123,0.186046511627907,416.007307670134,0.000151822603101856,"BIO",50,NA,"BIO"
"FI1LIZ8AAAAJ","PETER BUI ","CS",9,8,2009,2014,16,233,54,0.895,3.875,0,0,0,0,2005,34,5,29,0.227272727272727,470.290843163943,0.000158874440057328,"CS",60,NA,"CS"
"Fi3oKmQAAAAJ","MARK R PITTELKOW ","BIO",81,267,1981,2011,38,10759,846,10.894,7.5,0,0,0,0,1980,90,0,90,0.0386740331491713,0,0,"BIO",38,NA,"BIO"
"FI5-sZEAAAAJ","SHAHRAM GHANDEHARIZADEH ","CS",32,78,1988,2016,143,4264,849,1.891,3.343,6,1649193,0,0,1985,199,9,190,0.116883116883117,1246.82981795651,0.00023562593962645,"CS",20,NA,"CS"
"fIl48pMAAAAJ","GIREESHA MOHANNATH ","BIO",7,7,2009,2016,4,151,112,5.082,6,0,0,0,0,2005,52,0,52,0.111111111111111,0,0,"BIO",34,NA,"BIO"
"fIoDWp8AAAAJ","JACK SCOTT SNOEYINK ","CS",51,147,1989,2015,206,9904,2525,1.459,3.733,6,10909866,0,0,1985,477,27,450,0.283524904214559,23340.3918283231,0.00062052025628843,"XD",25,2007,"CS"
"FIX1U8EAAAAJ","ANNA MALKOVA ","BIO",27,33,1996,2015,29,2445,464,10.888,6.069,0,0,0,0,1995,105,2,103,0.206521739130435,0,9.89244861524059e-05,"XD",55,2013,"BIO"
"FJ-huxgAAAAJ","ALAN L YUILLE ","CS",77,227,1978,2017,303,24636,2539,4.417,3.294,13,3419553,0,0,1975,594,24,570,0.26158940397351,19070.0376734465,0.000598327558811627,"XD",28,2006,"CS"
"FjV70BwAAAAJ","ADELE E HOWE ","CS",35,71,1985,2016,125,3900,354,1.439,3.144,8,1982082,0,0,1985,156,5,151,0.204545454545455,1809.08493519937,0.000185436138063928,"XD",70,NA,"CS"
"fJY0snwAAAAJ","CHRISTOPH BENNING ","BIO",63,129,1992,2016,143,11267,584,6.025,5.336,0,0,0,0,1990,339,8,331,0.169753086419753,10885.5836087885,0.000277879637058925,"XD",50,2012,"BIO"
"fk5mG1wAAAAJ","DORIS BACHTROG ","BIO",38,59,1999,2017,62,3268,158,11.405,3.548,0,0,19,4466857,1995,333,9,324,0.339805825242718,1971.21821968204,0.00025738434588134,"BIO",4,NA,"BIO"
"FKbHXRUAAAAJ","JUAN EUGENE GILBERT ","CS",16,29,1999,2017,95,856,182,1.779,3.6,21,14103680,0,0,1995,61,4,57,0.0491803278688525,466.77108641209,0.00014500511096692,"CS",48,NA,"CS"
"fKESO6sAAAAJ","KOBUS BARNARD ","CS",36,73,1995,2015,91,9035,1748,3.192,3.626,3,1310347,0,0,1995,142,8,134,0.169642857142857,1540.49461169915,0.000197257175628793,"CS",40,NA,"CS"
"fkGi-JMAAAAJ","ADAM DAVISON SMITH ","CS",40,62,1999,2016,82,8367,1982,1.468,3.585,16,2919003,0,0,1995,308,27,281,0.229946524064171,30563.9294128586,0.000607665628827472,"XD",29,NA,"CS"
"fljUQhYAAAAJ","JOHN M WARD ","BIO",46,62,1990,2015,70,8238,906,6.078,5.157,4,6710048,0,0,1990,125,4,121,0.133720930232558,277.106452856454,0.000150715186734777,"BIO",34,NA,"BIO"
"fLKTb6EAAAAJ","ERIC P PALKOVACS ","BIO",18,25,2002,2016,32,1488,271,4.803,7.406,3,572300,0,0,2000,161,4,157,0.632911392405063,5370.13104203782,0.000191585676825126,"XD",55,NA,"BIO"
"fLLgLRMAAAAJ","DESMOND SIUMEN LUN ","CS",28,40,2000,2016,56,3833,548,4.286,4.964,1,643911,0,0,2000,203,2,201,0.307692307692308,295.805184027885,7.85696892041204e-05,"CS",34,NA,"CS"
"FM3vRPgAAAAJ","DAN RUBENSTEIN ","CS",43,74,1997,2016,110,5361,657,1.996,4.073,12,7609786,0,0,1995,291,14,277,0.08,2596.04204951052,0.000332447763242801,"CS",15,NA,"CS"
"FmrDR68AAAAJ","J KENNETH SALISBURY ","CS",46,92,1961,2016,94,15601,1679,1.917,3.351,0,0,4,1140088,1960,84,3,81,0.0810810810810811,294.61487831799,0.000114541573596764,"CS",1,NA,"CS"
"fmSHtE8AAAAJ","HONGLAK LEE ","CS",37,53,2005,2016,62,10060,1979,11.639,4.081,4,1504210,0,0,2005,337,12,325,0.278260869565217,11584.0055095935,0.000355135441203714,"XD",13,2007,"CS"
"fmsV6nEAAAAJ","MAYUR NAIK ","CS",23,34,1999,2016,47,4402,1184,0.656,3.83,4,1558172,0,0,1995,179,9,170,0.103448275862069,1956.85575370052,0.000224275469845752,"CS",9,NA,"CS"
"fN4OjwUAAAAJ","BRYAN CRAIG DICKINSON ","BIO",22,29,2007,2017,39,2485,491,7.384,6.974,0,0,1,0,2005,225,1,224,0.131868131868132,0,7.50782291531224e-05,"BIO",14,NA,"BIO"
"Fn5PadcAAAAJ","JASON MARS ","CS",20,28,2007,2016,45,1419,265,0.663,4.689,6,2742868,0,0,2005,167,10,157,0.147540983606557,4514.68639177166,0.000248925356855924,"CS",13,NA,"CS"
"fnDgjtEAAAAJ","CHANGCHUN XIAO ","BIO",17,19,1999,2016,30,5069,1244,12.46,9.867,0,0,14,4701445,1995,318,7,311,0.165,4526.54443286034,0.000277704228921014,"BIO",9,NA,"BIO"
"fnE2dSoAAAAJ","STEVEN SOL SKIENA ","CS",46,120,1985,2016,194,7688,1018,3.287,3.175,9,3625992,0,0,1985,399,15,384,0.205882352941176,24479.3176834177,0.000365387471005795,"XD",40,NA,"CS"
"FnOFeqkAAAAJ","GRANT ASHLEY HARTZOG ","BIO",20,25,1989,2015,27,2307,575,6.65,15.444,2,1774263,0,0,1985,288,4,284,0.119122257053292,805.095471650897,0.000144214882037535,"XD",55,2012,"BIO"
"fNW5X34AAAAJ","WILLIAM D BOWMAN ","BIO",42,74,1985,2016,85,7512,1052,4.773,4.918,17,15681183,0,0,1985,204,4,200,0.0747663551401869,300.780883121322,0.000150225020603051,"BIO",30,NA,"BIO"
"fNX1mOIAAAAJ","MICHAEL J AXTELL ","BIO",31,37,1999,2016,43,8021,1292,10.506,10.256,8,2775448,4,870553,1995,641,10,631,0.31700288184438,7194.187381566,0.000326369487380442,"XD",42,2010,"BIO"
"FNXlCHUAAAAJ","HANI S ZAHER ","BIO",10,12,2004,2017,17,548,156,9.788,2.941,0,0,7,1076728,2000,14,1,13,0.1,0,6.73525633175529e-05,"BIO",11,NA,"BIO"
"FODlT4sAAAAJ","RUDRA DUTTA ","CS",23,51,1987,2016,101,2824,459,2.59,3.287,7,2646414,0,0,1985,148,6,142,0.116504854368932,1649.91112437674,0.000210541373899832,"CS",48,NA,"CS"
"foNB6isAAAAJ","JOEL D BLUM ","BIO",63,176,1983,2017,230,11996,429,5.655,4.796,17,4476063,0,0,1980,211,4,207,0.0568927789934354,341.239635709909,0.000151636509333879,"BIO",19,NA,"BIO"
"forPRN8AAAAJ","SOKRATES T PANTELIDES ","CS",85,369,1972,2016,554,25884,981,5.163,5.661,12,4070530,0,0,1970,624,8,616,0.184679958027282,1880.54474100174,0.000248387251696065,"XD",56,2011,"CS"
"fOznM_YAAAAJ","GANG ZHOU ","CS",27,54,2004,2016,88,5745,885,2.709,5.17,7,1175953,5,1020517,1990,368,13,355,0.352601156069364,9889.21005037646,0.000370846832549461,"XD",70,2009,"CS"
"FpjmmuQAAAAJ","KENNETH MICHAEL CAMERON ","BIO",35,54,1994,2016,70,5440,1267,2.502,5.157,13,4823906,0,0,1990,144,4,140,0.0710659898477157,610.669270739338,0.000164258342703519,"BIO",18,NA,"BIO"
"FPpZDF0AAAAJ","JAMES HARRISON THORP ","BIO",39,76,1975,2016,89,4420,484,2.57,2.719,18,3878159,0,0,1975,50,1,49,0.0240963855421687,0,0.000197504756077966,"BIO",68,NA,"BIO"
"FPytZ9UAAAAJ","JOSHUA A WEINER ","BIO",29,41,1996,2016,49,4795,667,6.486,4.776,0,0,16,3626409,1995,161,7,154,0.125,9374.35330117636,0.000343173798816523,"BIO",55,NA,"BIO"
"fqCQ8cgAAAAJ","NATALIA V KIRIENKO ","BIO",14,16,2007,2016,18,711,199,12.178,4.889,0,0,0,0,2005,77,0,77,0.196078431372549,0,0,"BIO",42,NA,"BIO"
"fqDBtzYAAAAJ","KAI-WEI CHANG ","CS",17,21,2008,2016,32,6447,4760,2.45,4.688,0,0,0,0,2005,83,3,80,0.0714285714285714,386.718113610992,0.000103915466610485,"CS",29,NA,"CS"
"fqsgCbAAAAAJ","ROBERT B FRANCE ","CS",49,140,1988,2016,241,9224,1027,1.3,4.29,13,2328995,0,0,1985,235,6,229,0.120743034055728,5434.17644240644,0.000259483245021707,"XD",70,NA,"CS"
"fqy0tRYAAAAJ","JULIO M FERNANDEZ ","BIO",75,177,1978,2016,216,20083,2692,9.883,4.421,4,1050545,0,0,1975,217,7,210,0.0994152046783626,3172.56711641727,0.000258725960945957,"BIO",14,NA,"BIO"
"fr0-PcUAAAAJ","VALENTINA GRECO ","BIO",16,16,1996,2016,17,3265,1653,21.709,5.824,0,0,6,1370854,1995,82,0,82,0.113207547169811,0,0,"BIO",7,NA,"BIO"
"fr5mu_cAAAAJ","DAMIAN B ROSSUM ","BIO",23,32,1999,2016,47,2207,427,9.432,7.17,0,0,0,0,1995,145,1,144,0.107142857142857,0,6.5951536858668e-05,"BIO",42,NA,"BIO"
"FrMOlk8AAAAJ","RIDA A BAZZI ","CS",17,25,1991,2015,39,908,162,1.064,2.615,3,1261793,0,0,1990,64,5,59,0.105263157894737,597.357290250647,0.000149411550188452,"CS",48,NA,"CS"
"frOtmtAAAAAJ","SAMIR RANJAN DAS ","CS",55,104,1991,2016,134,17060,2873,1.804,3.164,23,7143495,0,0,1990,209,5,204,0.103174603174603,619.833863921602,0.000158298466988146,"XD",40,2013,"CS"
"frWTdZ8AAAAJ","JOANNA MASEL ","BIO",24,32,1992,2017,41,1955,602,4.775,3.195,0,0,10,1174155,1990,94,3,91,0.104477611940299,280.427435171864,0.000131735827252613,"BIO",38,NA,"BIO"
"FsBCAfgAAAAJ","JOSEPH Y HALPERN ","CS",79,244,1980,2016,306,23965,1356,1.528,2.343,12,9526596,0,0,1980,502,17,485,0.117647058823529,8542.8529104809,0.000427630867753376,"CS",6,NA,"CS"
"FSFoY5EAAAAJ","PAUL ML JANSSEN ","BIO",42,108,1993,2016,151,5391,656,5.761,7.722,0,0,0,0,1990,315,5,310,0.0646551724137931,2515.39814515601,0.000228227778104918,"BIO",42,NA,"BIO"
"FSkmWXYAAAAJ","XING QIU ","BIO",18,25,2005,2016,38,1118,111,5.101,6,0,0,3,618905,2005,179,2,177,0.189189189189189,82.3629386979063,8.56193997023212e-05,"XD",68,2011,"BIO"
"fSQCT0YAAAAJ","JACK SAMPSON ","CS",16,19,2005,2016,35,1335,378,0.438,6.343,0,0,0,0,2005,91,8,83,0.132530120481928,2649.48504024792,0.000214442246796255,"CS",29,NA,"CS"
"fSYvY7sAAAAJ","SHARON M WEISS ","CS",29,51,1998,2016,128,2381,147,4.493,4.227,8,2547625,0,0,1995,123,7,116,0.259493670886076,1332.47154114217,0.000229192652259903,"XD",56,2010,"CS"
"Ft1eQWUAAAAJ","ANNALISE B PAABY ","BIO",9,9,2005,2016,10,336,92,4.53,4.2,0,0,0,0,2005,45,6,39,0.56,702.98018276167,0.000188588816609466,"XD",55,2013,"BIO"
"Ftj1h4cAAAAJ","JING GAO ","CS",32,62,2005,2016,76,3082,191,2.038,5.237,3,1093253,0,0,1995,474,24,450,0.423728813559322,27024.5060113472,0.000568341826504474,"XD",63,NA,"CS"
"FUJJ66cAAAAJ","MARK A CHAPPELL ","BIO",45,93,1978,2017,110,4830,239,2.92,3.364,5,2130875,2,355778,1975,85,5,80,0.0555555555555556,4803.78090054192,0.000227131867276187,"XD",68,1990,"XD"
"fUkICMwAAAAJ","JOSEPH K PICKRELL ","BIO",27,33,2003,2017,38,5830,863,16.306,17.947,0,0,4,356350,2000,503,17,486,0.458823529411765,7355.59253433566,0.000438360887713492,"XD",14,2010,"BIO"
"FuOqWNEAAAAJ","VLADIMIR LIFSCHITZ ","CS",55,112,1979,2016,145,16894,4120,2.469,2.828,7,2584245,0,0,1975,251,6,245,0.120253164556962,2891.01581493677,0.00020364228186891,"CS",9,NA,"CS"
"fup4ihsAAAAJ","GILBERT CHU ","BIO",50,70,1973,2014,84,24317,11233,8.659,3.381,0,0,12,3614627,1970,233,1,232,0.145161290322581,0,6.99980152712377e-05,"BIO",1,NA,"BIO"
"fUTN90MAAAAJ","VASSILIS J TSOTRAS ","CS",44,78,1990,2016,140,6001,482,1.557,3.693,16,9157523,0,0,1990,217,14,203,0.0465116279069767,7101.43899047466,0.000378932835830435,"CS",56,NA,"CS"
"fUwwsXQAAAAJ","SUCKJOON JUN ","BIO",21,23,2002,2016,31,1675,300,6.71,4.032,1,240534,1,0,2000,77,2,75,0.153846153846154,2353.68397640216,0.00010970435571737,"BIO",14,NA,"BIO"
"FUWxMaQAAAAJ","NEIL TIMOTHY SPRING ","CS",37,50,1997,2016,61,8781,1758,1.612,4.328,6,2772737,0,0,1995,272,8,264,0.13,1037.39660434859,0.000188544290045579,"CS",15,NA,"CS"
"fv1RjgEAAAAJ","ADAM ZERDA ","BIO",14,16,2006,2016,30,2547,743,10.242,8.333,0,0,0,0,2005,97,1,96,0.155555555555556,0,6.44005091888182e-05,"BIO",1,NA,"BIO"
"fVCZuxAAAAAJ","SHAWN M FERGUSON ","BIO",27,37,1999,2016,38,2782,333,8.361,7.368,0,0,6,1060999,1995,169,4,165,0.0694444444444444,774.817992349024,0.000164857367141208,"BIO",7,NA,"BIO"
"FVTgmOwAAAAJ","MICHAEL HOWARD WALFISH ","CS",22,27,2003,2016,36,2156,380,1.481,4.389,5,2827185,0,0,2000,242,13,229,0.0757575757575758,749.277671674543,0.000271653849267126,"CS",29,NA,"CS"
"FVUQ30YAAAAJ","BRUCE A BOWERMAN ","BIO",50,78,1980,2016,84,9142,987,13.128,4.726,1,73964,0,0,1980,289,8,281,0.129533678756477,3527.71773060024,0.000292397571373495,"BIO",55,NA,"BIO"
"FWjqglcAAAAJ","ROBERT JK JACOB ","CS",42,87,1976,2016,122,9108,1123,1.772,3.607,14,8318448,0,0,1975,154,7,147,0.0757575757575758,4483.67006805669,0.000221150537069484,"CS",70,NA,"CS"
"FXbbGUYAAAAJ","CORINA E TARNITA ","BIO",19,23,2009,2017,27,1773,737,11.775,3.815,0,0,0,0,2005,53,3,50,0.225,57.7851046398735,0.000123510818074478,"BIO",9,NA,"BIO"
"fxT5ulwAAAAJ","MEHMET SAYAR ","BIO",13,17,1997,2016,26,450,61,3.04,3.308,0,0,0,0,1995,12,0,12,0,0,0,"BIO",68,NA,"BIO"
"fXTd_SwAAAAJ","JASON TIMOTHY MACHAN ","BIO",37,86,2001,2016,129,3985,256,3.732,6.543,0,0,0,0,2000,226,2,224,0.0708502024291498,3867,0.000175874339170766,"BIO",34,NA,"BIO"
"FY0bTnMAAAAJ","NICOLAS BRUNEL ","BIO",48,76,1992,2016,92,9734,931,4.292,2.87,1,468597,1,0,1990,26,2,24,0.103448275862069,3867,0.000207717791747962,"BIO",14,NA,"BIO"
"fyf_Vt4AAAAJ","KELLY E ORMOND ","BIO",26,40,1996,2016,62,4098,1073,5.305,7.097,0,0,0,0,1995,292,5,287,0.122033898305085,248.839381968861,0.000153281931562153,"BIO",1,NA,"BIO"
"FyhRqdYAAAAJ","MICHAEL R RAMPINO ","BIO",43,85,1976,2015,114,5750,439,12.742,2.605,1,555082,0,0,1975,29,2,27,0.0357142857142857,3867,0.000176766576665966,"BIO",68,NA,"BIO"
"Fz-5bdcAAAAJ","DOUGLAS G CAPONE ","BIO",68,155,1976,2015,164,16574,2869,5.16,4.445,36,21592859,0,0,1975,189,8,181,0.0582822085889571,1929.64605668626,0.000267833631587533,"BIO",55,NA,"BIO"
"FzBDS4gAAAAJ","THOMAS MARTIN CONTE ","CS",33,64,1989,2016,117,3377,220,1.09,2.94,0,0,0,0,1985,183,2,181,0.0882352941176471,3867,0.000145577200119884,"CS",9,NA,"CS"
"F_Go4V4AAAAJ","HOD LIPSON ","CS",56,194,1995,2016,301,12595,780,4.611,3.332,9,7113649,2,2685459,1995,245,8,237,0.136239782016349,7710.54224219718,0.000258429605670309,"XD",15,2008,"CS"
"f_kGJwkAAAAJ","FILIPPO MENCZER ","CS",52,124,1992,2017,156,9957,906,2.861,3.756,5,2418905,0,0,1990,180,6,174,0.114942528735632,1342.31771592307,0.000202719128794619,"CS",52,NA,"CS"
"g--NxecAAAAJ","ELLEN LOUISE SIMMS ","BIO",36,55,1983,2014,54,3933,329,3.65,3.593,12,2934402,0,0,1980,153,7,146,0.0471698113207547,6889.29255097892,0.000265054458401953,"BIO",4,NA,"BIO"
"G-HYm8EAAAAJ","OLIVER J RANDO ","BIO",44,66,1994,2016,71,10871,2224,16.183,6.197,0,0,7,780767,1990,502,15,487,0.423387096774194,6812.88947428613,0.000406830722066511,"XD",50,2011,"BIO"
"g-WedwYAAAAJ","GEORGE KESIDIS ","CS",34,91,1990,2016,209,4666,745,2.12,3.493,13,6381662,0,0,1990,359,13,346,0.178723404255319,3251.48799072982,0.000312164091810732,"CS",29,NA,"CS"
"g0s8hgEAAAAJ","LEWIS CLAYTON CANTLEY ","BIO",180,494,1976,2017,532,104360,4705,12.846,7.953,2,175918,0,0,1975,1309,26,1283,0.211875843454791,58137.1283459998,0.000739479938241858,"XD",26,1997,"BIO"
"G0WcJagAAAAJ","RAFAEL M YUSTE ","BIO",82,172,1991,2016,202,18751,843,9.624,4.896,4,4530332,32,10472868,1990,304,7,297,0.282238442822384,8673.82591156579,0.000281342543127959,"XD",14,2012,"BIO"
"g26ZEaoAAAAJ","BRIAN JH BOMAN ","BIO",16,40,1985,2015,83,787,65,1.068,2.892,0,0,0,0,1985,165,1,164,0.0956521739130435,0,9.12472977189972e-05,"BIO",55,NA,"BIO"
"G2EJz5kAAAAJ","CHRISTOS KOZYRAKIS ","CS",60,124,2003,2016,141,11008,983,1.159,4.73,0,0,0,0,2000,286,16,270,0.0796019900497512,5789.17928261592,0.000381669621073049,"CS",1,NA,"CS"
"g2v_-SkAAAAJ","YANG RUAN ","CS",10,11,2008,2016,16,259,66,2.409,6.5,0,0,0,0,2005,111,2,109,0.545454545454545,691.229138965408,9.182370667978e-05,"XD",52,2014,"CS"
"G4Np3c0AAAAJ","JONATHAN B LOSOS ","BIO",77,176,1985,2016,199,18585,795,8.435,4.025,33,4144300,0,0,1985,454,16,438,0.163204747774481,19711.7180939798,0.000463513923327862,"BIO",1,NA,"BIO"
"g5tssnkAAAAJ","G ERIC SCHALLER ","BIO",47,70,1986,2016,75,8446,573,7,5.107,0,0,0,0,1985,167,4,163,0.0758620689655172,46.8778094654097,0.000143987952298368,"BIO",38,NA,"BIO"
"G6DD7GQAAAAJ","ARITRA PAL ","BIO",15,20,2006,2015,27,642,97,4.392,7,0,0,0,0,2005,34,0,34,0.0510204081632653,0,0,"BIO",7,NA,"BIO"
"G6kA1CMAAAAJ","HAESUN PARK ","CS",53,158,1977,2015,199,7583,653,2.036,4.784,17,6598434,9,1218712,1975,708,19,689,0.200729927007299,12668.767256817,0.000457490740848956,"CS",9,NA,"CS"
"g6noKX0AAAAJ","KRZYSZTOF Z GAJOS ","CS",32,51,2000,2017,65,3364,379,1.69,4.215,2,551969,3,1713485,2000,286,21,265,0.10625,13163.3487849999,0.000514341060661433,"XD",18,NA,"CS"
"G6XN5cRm0FIJ","ERIC HAROLD NYBERG ","CS",33,76,1982,2016,122,3549,877,1.521,4.607,4,6008189,0,0,1980,315,16,299,0.146919431279621,7700.57171645716,0.000420096260822285,"CS",1,NA,"CS"
"G7D5O-0AAAAJ","CHRISTOPHER D GILL ","CS",33,82,1998,2016,137,5389,1458,1.218,4.591,0,0,0,0,1995,189,13,176,0.135294117647059,6203.49954040744,0.000329293371242429,"CS",40,NA,"CS"
"g9bV-_sAAAAJ","JASON J CORSO ","CS",27,56,2002,2017,127,3104,491,2.555,4.898,6,2066621,0,0,2000,503,12,491,0.161157024793388,8455.94097717957,0.000353289044815153,"CS",13,NA,"CS"
"GaARSBEAAAAJ","TIJANA IVANOVIC ","BIO",12,12,2002,2015,13,529,78,5.993,5.923,0,0,0,0,2000,86,1,85,0.148936170212766,0,7.47811670138468e-05,"BIO",55,NA,"BIO"
"GAkCu5kAAAAJ","JOSE L PANERO ","BIO",22,38,1987,2016,56,1502,273,2.419,3.036,9,1779491,0,0,1985,39,1,38,0.0571428571428571,0,6.61651681399695e-05,"BIO",30,NA,"BIO"
"gaO-vS4AAAAJ","DAVID E YAROWSKY ","CS",42,75,1992,2016,95,11392,2133,0.887,3.526,7,9462291,0,0,1990,188,8,180,0.125,1324.84862738646,0.000205366318669084,"CS",28,NA,"CS"
"GAOlOs4AAAAJ","MICHAEL W NACHMAN ","BIO",56,101,1989,2016,96,7408,929,7.757,5.458,16,9960713,11,2945686,1985,325,11,314,0.155555555555556,7410.10693036295,0.000321770434240762,"XD",38,2011,"BIO"
"gAP-9H8AAAAJ","STEPHEN R FORREST ","CS",148,625,1979,2016,838,94789,5343,5.435,4.024,18,11791098,0,0,1975,494,6,488,0.111111111111111,8196.04241886818,0.000287543376984637,"CS",13,NA,"CS"
"gAqwRfsAAAAJ","VSEVOLOD KATRITCH ","BIO",51,79,1995,2016,75,10493,1281,16.715,11,0,0,7,600943,1995,389,4,385,0.117088607594937,736.875706043131,0.000154429251523468,"BIO",55,NA,"BIO"
"gaUJw58AAAAJ","JAYE ELLEN CABLE ","BIO",28,44,1996,2016,64,3180,487,2.831,5.359,3,755883,0,0,1995,88,0,88,0.089171974522293,0,0,"BIO",26,NA,"BIO"
"gaXiAekAAAAJ","STEVEN MARK NOWICK ","CS",36,75,1989,2017,106,4087,234,1.981,2.736,10,7243637,0,0,1985,125,2,123,0.12,173.042406468158,9.31552511863176e-05,"CS",15,NA,"CS"
"gb2r2ssAAAAJ","ALFRED VAINO AHO ","CS",57,124,1967,2015,107,14010,3341,2.134,2.766,3,9195330,0,0,1965,231,7,224,0.0952380952380952,2063.23282134982,0.000186049888154398,"CS",15,NA,"CS"
"gb8sbdcAAAAJ","GREGORY D ABOWD ","CS",71,230,1990,2017,290,33099,5292,1.839,4.093,13,9574355,0,0,1990,588,40,548,0.160270880361174,30537.5144519612,0.000904800090108559,"XD",9,2006,"CS"
"gBefoakAAAAJ","L RIDGWAY SCOTT ","CS",47,95,1973,2016,101,3790,632,2.401,3.119,17,9646130,0,0,1970,121,2,119,0.304761904761905,3867,0.00015587535170056,"XD",34,1998,"CS"
